Start Time (UTC), Stop Time (UTC)
2014-07-12T14:43:44.605312 UTC, 2014-07-12T15:17:41.605312 UTC
2014-07-12T16:20:21.605312 UTC, 2014-07-12T16:54:18.605312 UTC
2014-07-12T17:56:57.349663 UTC, 2014-07-12T18:30:54.349663 UTC
2014-07-12T19:33:34.349663 UTC, 2014-07-12T20:07:31.349663 UTC
2014-07-12T21:10:10.349663 UTC, 2014-07-12T21:44:07.349663 UTC
2014-07-12T22:46:47.349663 UTC, 2014-07-12T23:20:43.349663 UTC
2014-07-13T00:23:23.349663 UTC, 2014-07-13T00:57:20.349663 UTC
2014-07-13T01:59:59.074143 UTC, 2014-07-13T02:33:56.074143 UTC
2014-07-13T03:36:36.074143 UTC, 2014-07-13T04:10:32.074143 UTC
2014-07-13T05:13:12.074143 UTC, 2014-07-13T05:47:09.074143 UTC
2014-07-13T06:49:48.074143 UTC, 2014-07-13T07:23:45.074143 UTC
2014-07-13T08:26:25.074143 UTC, 2014-07-13T09:00:21.074143 UTC
2014-07-13T10:03:00.782207 UTC, 2014-07-13T10:36:57.782207 UTC
2014-07-13T11:39:37.782207 UTC, 2014-07-13T12:13:33.782207 UTC
2014-07-13T13:16:13.782207 UTC, 2014-07-13T13:50:10.782207 UTC
2014-07-13T14:52:49.782207 UTC, 2014-07-13T15:26:46.782207 UTC
2014-07-13T16:29:26.782207 UTC, 2014-07-13T17:03:23.782207 UTC
2014-07-13T18:06:02.782207 UTC, 2014-07-13T18:39:59.782207 UTC
2014-07-13T19:42:39.782207 UTC, 2014-07-13T20:16:35.782207 UTC
2014-07-13T21:19:15.782207 UTC, 2014-07-13T21:53:12.782207 UTC
2014-07-13T22:55:51.782207 UTC, 2014-07-13T23:29:48.782207 UTC
2014-07-14T00:32:28.782207 UTC, 2014-07-14T01:06:24.782207 UTC
2014-07-14T02:09:04.052319 UTC, 2014-07-14T02:43:01.052319 UTC
2014-07-14T03:45:41.052319 UTC, 2014-07-14T04:19:37.052319 UTC
2014-07-14T05:22:17.052319 UTC, 2014-07-14T05:56:14.052319 UTC
2014-07-14T06:58:53.052319 UTC, 2014-07-14T07:32:50.052319 UTC
2014-07-14T08:35:30.052319 UTC, 2014-07-14T09:09:26.052319 UTC
2014-07-14T10:12:06.667935 UTC, 2014-07-14T10:46:02.667935 UTC
2014-07-14T11:48:42.667935 UTC, 2014-07-14T12:22:38.667935 UTC
2014-07-14T13:25:18.667935 UTC, 2014-07-14T13:59:14.667935 UTC
2014-07-14T15:01:54.667935 UTC, 2014-07-14T15:35:51.667935 UTC
2014-07-14T16:38:31.667935 UTC, 2014-07-14T17:12:27.667935 UTC
2014-07-14T18:15:08.238624 UTC, 2014-07-14T18:49:04.238624 UTC
2014-07-14T19:51:44.238624 UTC, 2014-07-14T20:25:40.238624 UTC
2014-07-14T21:28:20.238624 UTC, 2014-07-14T22:02:17.238624 UTC
2014-07-14T23:04:57.238624 UTC, 2014-07-14T23:38:53.238624 UTC
2014-07-15T00:41:33.238624 UTC, 2014-07-15T01:15:29.238624 UTC
2014-07-15T02:18:09.732415 UTC, 2014-07-15T02:52:05.732415 UTC
2014-07-15T03:54:45.732415 UTC, 2014-07-15T04:28:41.732415 UTC
2014-07-15T05:31:21.732415 UTC, 2014-07-15T06:05:17.732415 UTC
2014-07-15T07:07:57.732415 UTC, 2014-07-15T07:41:54.732415 UTC
2014-07-15T08:44:34.732415 UTC, 2014-07-15T09:18:30.732415 UTC
2014-07-15T10:21:11.293599 UTC, 2014-07-15T10:55:07.293599 UTC
2014-07-15T11:57:47.293599 UTC, 2014-07-15T12:31:43.293599 UTC
2014-07-15T13:34:23.293599 UTC, 2014-07-15T14:08:19.293599 UTC
2014-07-15T15:10:59.293599 UTC, 2014-07-15T15:44:56.293599 UTC
2014-07-15T16:47:36.293599 UTC, 2014-07-15T17:21:32.293599 UTC
2014-07-15T18:24:12.843551 UTC, 2014-07-15T18:58:08.843551 UTC
2014-07-15T20:00:48.843551 UTC, 2014-07-15T20:34:44.843551 UTC
2014-07-15T21:37:24.843551 UTC, 2014-07-15T22:11:20.843551 UTC
2014-07-15T23:14:01.843551 UTC, 2014-07-15T23:47:57.843551 UTC
2014-07-16T00:50:37.843551 UTC, 2014-07-16T01:24:33.843551 UTC
2014-07-16T02:27:13.293279 UTC, 2014-07-16T03:01:10.293279 UTC
2014-07-16T04:03:50.293279 UTC, 2014-07-16T04:37:46.293279 UTC
2014-07-16T05:40:26.293279 UTC, 2014-07-16T06:14:22.293279 UTC
2014-07-16T07:17:02.293279 UTC, 2014-07-16T07:50:58.293279 UTC
2014-07-16T08:53:38.293279 UTC, 2014-07-16T09:27:34.293279 UTC
2014-07-16T10:30:15.745600 UTC, 2014-07-16T11:04:11.745600 UTC
2014-07-16T12:06:51.745600 UTC, 2014-07-16T12:40:47.745600 UTC
2014-07-16T13:43:27.745600 UTC, 2014-07-16T14:17:23.745600 UTC
2014-07-16T15:20:03.745600 UTC, 2014-07-16T15:53:59.745600 UTC
2014-07-16T16:56:40.745600 UTC, 2014-07-16T17:30:36.745600 UTC
2014-07-16T18:33:17.270495 UTC, 2014-07-16T19:07:13.270495 UTC
2014-07-16T20:09:53.270495 UTC, 2014-07-16T20:43:49.270495 UTC
2014-07-16T21:46:29.270495 UTC, 2014-07-16T22:20:25.270495 UTC
2014-07-16T23:23:05.270495 UTC, 2014-07-16T23:57:01.270495 UTC
2014-07-17T00:59:42.270495 UTC, 2014-07-17T01:33:38.270495 UTC
2014-07-17T02:36:17.724544 UTC, 2014-07-17T03:10:13.724544 UTC
2014-07-17T04:12:54.724544 UTC, 2014-07-17T04:46:49.724544 UTC
2014-07-17T05:49:30.724544 UTC, 2014-07-17T06:23:26.724544 UTC
2014-07-17T07:26:06.724544 UTC, 2014-07-17T08:00:02.724544 UTC
2014-07-17T09:02:42.724544 UTC, 2014-07-17T09:36:38.724544 UTC
2014-07-17T10:39:19.158719 UTC, 2014-07-17T11:13:15.158719 UTC
2014-07-17T12:15:55.158719 UTC, 2014-07-17T12:49:51.158719 UTC
2014-07-17T13:52:32.158719 UTC, 2014-07-17T14:26:27.158719 UTC
2014-07-17T15:29:08.158719 UTC, 2014-07-17T16:03:04.158719 UTC
2014-07-17T17:05:44.158719 UTC, 2014-07-17T17:39:40.158719 UTC
2014-07-17T18:42:20.667199 UTC, 2014-07-17T19:16:16.667199 UTC
2014-07-17T20:18:56.667199 UTC, 2014-07-17T20:52:52.667199 UTC
2014-07-17T21:55:33.667199 UTC, 2014-07-17T22:29:29.667199 UTC
2014-07-17T23:32:09.667199 UTC, 2014-07-18T00:06:05.667199 UTC
2014-07-18T01:08:45.667199 UTC, 2014-07-18T01:42:41.667199 UTC
2014-07-18T02:45:21.667199 UTC, 2014-07-18T03:19:17.667199 UTC
2014-07-18T04:21:58.667199 UTC, 2014-07-18T04:55:54.667199 UTC
2014-07-18T05:58:35.118592 UTC, 2014-07-18T06:32:30.118592 UTC
2014-07-18T07:35:11.118592 UTC, 2014-07-18T08:09:07.118592 UTC
2014-07-18T09:11:47.118592 UTC, 2014-07-18T09:45:43.118592 UTC
2014-07-18T10:48:24.118592 UTC, 2014-07-18T11:22:19.118592 UTC
2014-07-18T12:25:00.118592 UTC, 2014-07-18T12:58:56.118592 UTC
2014-07-18T14:01:35.761856 UTC, 2014-07-18T14:35:31.761856 UTC
2014-07-18T15:38:12.761856 UTC, 2014-07-18T16:12:07.761856 UTC
2014-07-18T17:14:48.761856 UTC, 2014-07-18T17:48:44.761856 UTC
2014-07-18T18:51:24.761856 UTC, 2014-07-18T19:25:20.761856 UTC
2014-07-18T20:28:01.761856 UTC, 2014-07-18T21:01:57.761856 UTC
2014-07-18T22:04:37.355872 UTC, 2014-07-18T22:38:33.355872 UTC
2014-07-18T23:41:13.355872 UTC, 2014-07-19T00:15:09.355872 UTC
2014-07-19T01:17:49.444800 UTC, 2014-07-19T01:51:45.444800 UTC
2014-07-19T02:54:25.444800 UTC, 2014-07-19T03:28:21.444800 UTC
2014-07-19T04:31:02.444800 UTC, 2014-07-19T05:04:57.444800 UTC
2014-07-19T06:07:38.444800 UTC, 2014-07-19T06:41:34.444800 UTC
2014-07-19T07:44:14.444800 UTC, 2014-07-19T08:18:10.444800 UTC
2014-07-19T09:20:50.444800 UTC, 2014-07-19T09:54:46.444800 UTC
2014-07-19T10:57:27.607904 UTC, 2014-07-19T11:31:23.607904 UTC
2014-07-19T12:34:03.607904 UTC, 2014-07-19T13:07:59.607904 UTC
2014-07-19T14:10:39.607904 UTC, 2014-07-19T14:44:35.607904 UTC
2014-07-19T15:47:16.607904 UTC, 2014-07-19T16:21:11.607904 UTC
2014-07-19T17:23:52.607904 UTC, 2014-07-19T17:57:48.607904 UTC
2014-07-19T19:00:29.253759 UTC, 2014-07-19T19:34:24.253759 UTC
2014-07-19T20:37:05.253759 UTC, 2014-07-19T21:11:01.253759 UTC
2014-07-19T22:13:41.253759 UTC, 2014-07-19T22:47:37.253759 UTC
2014-07-19T23:50:18.253759 UTC, 2014-07-20T00:24:13.253759 UTC
2014-07-20T01:26:54.280416 UTC, 2014-07-20T02:00:49.280416 UTC
2014-07-20T03:03:30.280416 UTC, 2014-07-20T03:37:25.280416 UTC
2014-07-20T04:40:06.280416 UTC, 2014-07-20T05:14:02.280416 UTC
2014-07-20T06:16:42.280416 UTC, 2014-07-20T06:50:38.280416 UTC
2014-07-20T07:53:18.280416 UTC, 2014-07-20T08:27:14.280416 UTC
2014-07-20T09:29:55.280416 UTC, 2014-07-20T10:03:50.280416 UTC
2014-07-20T11:06:31.415872 UTC, 2014-07-20T11:40:27.415872 UTC
2014-07-20T12:43:07.415872 UTC, 2014-07-20T13:17:03.415872 UTC
2014-07-20T14:19:44.415872 UTC, 2014-07-20T14:53:39.415872 UTC
2014-07-20T15:56:20.415872 UTC, 2014-07-20T16:30:16.415872 UTC
2014-07-20T17:32:56.415872 UTC, 2014-07-20T18:06:52.415872 UTC
2014-07-20T19:09:33.052223 UTC, 2014-07-20T19:43:29.052223 UTC
2014-07-20T20:46:09.052223 UTC, 2014-07-20T21:20:05.052223 UTC
2014-07-20T22:22:46.052223 UTC, 2014-07-20T22:56:41.052223 UTC
2014-07-20T23:59:22.052223 UTC, 2014-07-21T00:33:17.052223 UTC
2014-07-21T01:35:58.080607 UTC, 2014-07-21T02:09:53.080607 UTC
2014-07-21T03:12:34.080607 UTC, 2014-07-21T03:46:29.080607 UTC
2014-07-21T04:49:10.080607 UTC, 2014-07-21T05:23:06.080607 UTC
2014-07-21T06:25:46.080607 UTC, 2014-07-21T06:59:42.080607 UTC
2014-07-21T08:02:23.080607 UTC, 2014-07-21T08:36:18.080607 UTC
2014-07-21T09:38:59.080607 UTC, 2014-07-21T10:12:54.080607 UTC
2014-07-21T11:15:35.161632 UTC, 2014-07-21T11:49:31.161632 UTC
2014-07-21T12:52:12.161632 UTC, 2014-07-21T13:26:07.161632 UTC
2014-07-21T14:28:48.161632 UTC, 2014-07-21T15:02:43.161632 UTC
2014-07-21T16:05:24.161632 UTC, 2014-07-21T16:39:20.161632 UTC
2014-07-21T17:42:00.370591 UTC, 2014-07-21T18:15:56.370591 UTC
2014-07-21T19:18:37.370591 UTC, 2014-07-21T19:52:32.370591 UTC
2014-07-21T20:55:13.370591 UTC, 2014-07-21T21:29:08.370591 UTC
2014-07-21T22:31:49.370591 UTC, 2014-07-21T23:05:45.370591 UTC
2014-07-22T00:08:25.370591 UTC, 2014-07-22T00:42:21.370591 UTC
2014-07-22T01:45:01.931775 UTC, 2014-07-22T02:18:56.931775 UTC
2014-07-22T03:21:37.931775 UTC, 2014-07-22T03:55:32.931775 UTC
2014-07-22T04:58:13.931775 UTC, 2014-07-22T05:32:09.931775 UTC
2014-07-22T06:34:49.931775 UTC, 2014-07-22T07:08:45.931775 UTC
2014-07-22T08:11:26.931775 UTC, 2014-07-22T08:45:21.931775 UTC
2014-07-22T09:48:02.537887 UTC, 2014-07-22T10:21:58.537887 UTC
2014-07-22T11:24:39.537887 UTC, 2014-07-22T11:58:34.537887 UTC
2014-07-22T13:01:15.537887 UTC, 2014-07-22T13:35:10.537887 UTC
2014-07-22T14:37:51.537887 UTC, 2014-07-22T15:11:47.537887 UTC
2014-07-22T16:14:27.537887 UTC, 2014-07-22T16:48:23.537887 UTC
2014-07-22T17:51:04.124128 UTC, 2014-07-22T18:25:00.124128 UTC
2014-07-22T19:27:40.124128 UTC, 2014-07-22T20:01:36.124128 UTC
2014-07-22T21:04:17.124128 UTC, 2014-07-22T21:38:12.124128 UTC
2014-07-22T22:40:53.124128 UTC, 2014-07-22T23:14:48.124128 UTC
2014-07-23T00:17:29.124128 UTC, 2014-07-23T00:51:25.124128 UTC
2014-07-23T01:54:05.124128 UTC, 2014-07-23T02:28:01.124128 UTC
2014-07-23T03:30:42.124128 UTC, 2014-07-23T04:04:37.124128 UTC
2014-07-23T05:07:18.124128 UTC, 2014-07-23T05:41:13.124128 UTC
2014-07-23T06:43:54.124128 UTC, 2014-07-23T07:17:50.124128 UTC
2014-07-23T08:20:30.124128 UTC, 2014-07-23T08:54:26.124128 UTC
2014-07-23T09:57:06.242176 UTC, 2014-07-23T10:31:02.242176 UTC
2014-07-23T11:33:42.242176 UTC, 2014-07-23T12:07:38.242176 UTC
2014-07-23T13:10:19.242176 UTC, 2014-07-23T13:44:14.242176 UTC
2014-07-23T14:46:55.242176 UTC, 2014-07-23T15:20:50.242176 UTC
2014-07-23T16:23:31.242176 UTC, 2014-07-23T16:57:27.242176 UTC
2014-07-23T18:00:07.773984 UTC, 2014-07-23T18:34:02.773984 UTC
2014-07-23T19:36:43.773984 UTC, 2014-07-23T20:10:39.773984 UTC
2014-07-23T21:13:19.773984 UTC, 2014-07-23T21:47:15.773984 UTC
2014-07-23T22:49:56.773984 UTC, 2014-07-23T23:23:51.773984 UTC
2014-07-24T00:26:32.773984 UTC, 2014-07-24T01:00:27.773984 UTC
2014-07-24T02:03:08.311839 UTC, 2014-07-24T02:37:04.311839 UTC
2014-07-24T03:39:44.311839 UTC, 2014-07-24T04:13:40.311839 UTC
2014-07-24T05:16:21.311839 UTC, 2014-07-24T05:50:16.311839 UTC
2014-07-24T06:52:57.311839 UTC, 2014-07-24T07:26:52.311839 UTC
2014-07-24T08:29:33.311839 UTC, 2014-07-24T09:03:28.311839 UTC
2014-07-24T10:06:09.814272 UTC, 2014-07-24T10:40:04.814272 UTC
2014-07-24T11:42:45.814272 UTC, 2014-07-24T12:16:40.814272 UTC
2014-07-24T13:19:21.814272 UTC, 2014-07-24T13:53:16.814272 UTC
2014-07-24T14:55:57.814272 UTC, 2014-07-24T15:29:53.814272 UTC
2014-07-24T16:32:34.814272 UTC, 2014-07-24T17:06:29.814272 UTC
2014-07-24T18:09:10.265728 UTC, 2014-07-24T18:43:06.265728 UTC
2014-07-24T19:45:47.265728 UTC, 2014-07-24T20:19:42.265728 UTC
2014-07-24T21:22:23.265728 UTC, 2014-07-24T21:56:18.265728 UTC
2014-07-24T22:58:59.265728 UTC, 2014-07-24T23:32:54.265728 UTC
2014-07-25T00:35:35.265728 UTC, 2014-07-25T01:09:31.265728 UTC
2014-07-25T02:12:11.737919 UTC, 2014-07-25T02:46:06.737919 UTC
2014-07-25T03:48:47.737919 UTC, 2014-07-25T04:22:42.737919 UTC
2014-07-25T05:25:23.737919 UTC, 2014-07-25T05:59:19.737919 UTC
2014-07-25T07:01:59.737919 UTC, 2014-07-25T07:35:55.737919 UTC
2014-07-25T08:38:35.737919 UTC, 2014-07-25T09:12:31.737919 UTC
2014-07-25T10:15:12.169504 UTC, 2014-07-25T10:49:07.169504 UTC
2014-07-25T11:51:48.169504 UTC, 2014-07-25T12:25:44.169504 UTC
2014-07-25T13:28:24.169504 UTC, 2014-07-25T14:02:20.169504 UTC
2014-07-25T15:05:01.169504 UTC, 2014-07-25T15:38:56.169504 UTC
2014-07-25T16:41:37.169504 UTC, 2014-07-25T17:15:32.169504 UTC
2014-07-25T18:18:13.519872 UTC, 2014-07-25T18:52:08.519872 UTC
2014-07-25T19:54:49.519872 UTC, 2014-07-25T20:28:44.519872 UTC
2014-07-25T21:31:25.519872 UTC, 2014-07-25T22:05:21.519872 UTC
2014-07-25T23:08:01.519872 UTC, 2014-07-25T23:41:57.519872 UTC
2014-07-26T00:44:37.519872 UTC, 2014-07-26T01:18:33.519872 UTC
2014-07-26T02:21:13.957503 UTC, 2014-07-26T02:55:08.957503 UTC
2014-07-26T03:57:49.957503 UTC, 2014-07-26T04:31:45.957503 UTC
2014-07-26T05:34:25.957503 UTC, 2014-07-26T06:08:21.957503 UTC
2014-07-26T07:11:01.957503 UTC, 2014-07-26T07:44:57.957503 UTC
2014-07-26T08:47:37.957503 UTC, 2014-07-26T09:21:33.957503 UTC
2014-07-26T10:24:14.376992 UTC, 2014-07-26T10:58:10.376992 UTC
2014-07-26T12:00:50.376992 UTC, 2014-07-26T12:34:46.376992 UTC
2014-07-26T13:37:27.376992 UTC, 2014-07-26T14:11:22.376992 UTC
2014-07-26T15:14:03.376992 UTC, 2014-07-26T15:47:58.376992 UTC
2014-07-26T16:50:39.376992 UTC, 2014-07-26T17:24:35.376992 UTC
2014-07-26T18:27:15.792159 UTC, 2014-07-26T19:01:10.792159 UTC
2014-07-26T20:03:51.792159 UTC, 2014-07-26T20:37:47.792159 UTC
2014-07-26T21:40:27.792159 UTC, 2014-07-26T22:14:23.792159 UTC
2014-07-26T23:17:04.792159 UTC, 2014-07-26T23:50:59.792159 UTC
2014-07-27T00:53:40.792159 UTC, 2014-07-27T01:27:35.792159 UTC
2014-07-27T02:30:16.145119 UTC, 2014-07-27T03:04:12.145119 UTC
2014-07-27T04:06:52.145119 UTC, 2014-07-27T04:40:48.145119 UTC
2014-07-27T05:43:29.145119 UTC, 2014-07-27T06:17:24.145119 UTC
2014-07-27T07:20:05.145119 UTC, 2014-07-27T07:54:00.145119 UTC
2014-07-27T08:56:41.145119 UTC, 2014-07-27T09:30:36.145119 UTC
2014-07-27T10:33:16.531776 UTC, 2014-07-27T11:07:12.531776 UTC
2014-07-27T12:09:53.531776 UTC, 2014-07-27T12:43:48.531776 UTC
2014-07-27T13:46:29.531776 UTC, 2014-07-27T14:20:24.531776 UTC
2014-07-27T15:23:05.531776 UTC, 2014-07-27T15:57:01.531776 UTC
2014-07-27T16:59:41.531776 UTC, 2014-07-27T17:33:37.531776 UTC
2014-07-27T18:36:17.885599 UTC, 2014-07-27T19:10:13.885599 UTC
2014-07-27T20:12:53.885599 UTC, 2014-07-27T20:46:49.885599 UTC
2014-07-27T21:49:29.885599 UTC, 2014-07-27T22:23:25.885599 UTC
2014-07-27T23:26:06.885599 UTC, 2014-07-28T00:00:01.885599 UTC
2014-07-28T01:02:42.885599 UTC, 2014-07-28T01:36:37.885599 UTC
2014-07-28T02:39:18.230784 UTC, 2014-07-28T03:13:14.230784 UTC
2014-07-28T04:15:54.230784 UTC, 2014-07-28T04:49:50.230784 UTC
2014-07-28T05:52:31.230784 UTC, 2014-07-28T06:26:26.230784 UTC
2014-07-28T07:29:07.230784 UTC, 2014-07-28T08:03:02.230784 UTC
2014-07-28T09:05:43.230784 UTC, 2014-07-28T09:39:38.230784 UTC
2014-07-28T10:42:19.594976 UTC, 2014-07-28T11:16:14.594976 UTC
2014-07-28T12:18:55.594976 UTC, 2014-07-28T12:52:50.594976 UTC
2014-07-28T13:55:31.594976 UTC, 2014-07-28T14:29:27.594976 UTC
2014-07-28T15:32:07.594976 UTC, 2014-07-28T16:06:03.594976 UTC
2014-07-28T17:08:43.594976 UTC, 2014-07-28T17:42:39.594976 UTC
2014-07-28T18:45:19.999775 UTC, 2014-07-28T19:19:15.999775 UTC
2014-07-28T20:21:55.999775 UTC, 2014-07-28T20:55:51.999775 UTC
2014-07-28T21:58:31.999775 UTC, 2014-07-28T22:32:27.999775 UTC
2014-07-28T23:35:08.999775 UTC, 2014-07-29T00:09:03.999775 UTC
2014-07-29T01:11:44.999775 UTC, 2014-07-29T01:45:40.999775 UTC
2014-07-29T02:48:20.329408 UTC, 2014-07-29T03:22:16.329408 UTC
2014-07-29T04:24:56.329408 UTC, 2014-07-29T04:58:52.329408 UTC
2014-07-29T06:01:33.329408 UTC, 2014-07-29T06:35:29.329408 UTC
2014-07-29T07:38:09.329408 UTC, 2014-07-29T08:12:05.329408 UTC
2014-07-29T09:14:45.329408 UTC, 2014-07-29T09:48:41.329408 UTC
2014-07-29T10:51:21.736799 UTC, 2014-07-29T11:25:17.736799 UTC
2014-07-29T12:27:57.736799 UTC, 2014-07-29T13:01:53.736799 UTC
2014-07-29T14:04:33.736799 UTC, 2014-07-29T14:38:29.736799 UTC
2014-07-29T15:41:09.736799 UTC, 2014-07-29T16:15:05.736799 UTC
2014-07-29T17:17:45.736799 UTC, 2014-07-29T17:51:41.736799 UTC
2014-07-29T18:54:22.195168 UTC, 2014-07-29T19:28:18.195168 UTC
2014-07-29T20:30:58.195168 UTC, 2014-07-29T21:04:54.195168 UTC
2014-07-29T22:07:34.195168 UTC, 2014-07-29T22:41:30.195168 UTC
2014-07-29T23:44:10.195168 UTC, 2014-07-30T00:18:06.195168 UTC
2014-07-30T01:20:46.089631 UTC, 2014-07-30T01:54:42.089631 UTC
2014-07-30T02:57:22.089631 UTC, 2014-07-30T03:31:19.089631 UTC
2014-07-30T04:33:59.089631 UTC, 2014-07-30T05:07:55.089631 UTC
2014-07-30T06:10:35.089631 UTC, 2014-07-30T06:44:31.089631 UTC
2014-07-30T07:47:11.089631 UTC, 2014-07-30T08:21:07.089631 UTC
2014-07-30T09:23:47.089631 UTC, 2014-07-30T09:57:43.089631 UTC
2014-07-30T11:00:23.007360 UTC, 2014-07-30T11:34:19.007360 UTC
2014-07-30T12:36:59.007360 UTC, 2014-07-30T13:10:56.007360 UTC
2014-07-30T14:13:36.007360 UTC, 2014-07-30T14:47:32.007360 UTC
2014-07-30T15:50:12.007360 UTC, 2014-07-30T16:24:08.007360 UTC
2014-07-30T17:26:47.968351 UTC, 2014-07-30T18:00:43.968351 UTC
2014-07-30T19:03:23.968351 UTC, 2014-07-30T19:37:19.968351 UTC
2014-07-30T20:39:59.968351 UTC, 2014-07-30T21:13:56.968351 UTC
2014-07-30T22:16:35.968351 UTC, 2014-07-30T22:50:32.968351 UTC
2014-07-30T23:53:12.968351 UTC, 2014-07-31T00:27:08.968351 UTC
2014-07-31T01:29:48.321311 UTC, 2014-07-31T02:03:44.321311 UTC
2014-07-31T03:06:24.321311 UTC, 2014-07-31T03:40:20.321311 UTC
2014-07-31T04:43:00.321311 UTC, 2014-07-31T05:16:57.321311 UTC
2014-07-31T06:19:36.321311 UTC, 2014-07-31T06:53:33.321311 UTC
2014-07-31T07:56:12.321311 UTC, 2014-07-31T08:30:09.321311 UTC
2014-07-31T09:32:48.710559 UTC, 2014-07-31T10:06:45.710559 UTC
2014-07-31T11:09:24.710559 UTC, 2014-07-31T11:43:21.710559 UTC
2014-07-31T12:46:00.710559 UTC, 2014-07-31T13:19:57.710559 UTC
2014-07-31T14:22:37.710559 UTC, 2014-07-31T14:56:33.710559 UTC
2014-07-31T15:59:13.710559 UTC, 2014-07-31T16:33:09.710559 UTC
2014-07-31T17:35:50.064383 UTC, 2014-07-31T18:09:46.064383 UTC
2014-07-31T19:12:26.064383 UTC, 2014-07-31T19:46:22.064383 UTC
2014-07-31T20:49:02.064383 UTC, 2014-07-31T21:22:58.064383 UTC
2014-07-31T22:25:38.064383 UTC, 2014-07-31T22:59:35.064383 UTC
2014-08-01T00:02:14.064383 UTC, 2014-08-01T00:36:11.064383 UTC
2014-08-01T01:38:50.406975 UTC, 2014-08-01T02:12:46.406975 UTC
2014-08-01T03:15:26.406975 UTC, 2014-08-01T03:49:22.406975 UTC
2014-08-01T04:52:02.406975 UTC, 2014-08-01T05:25:58.406975 UTC
2014-08-01T06:28:38.406975 UTC, 2014-08-01T07:02:35.406975 UTC
2014-08-01T08:05:14.406975 UTC, 2014-08-01T08:39:11.406975 UTC
2014-08-01T09:41:50.694272 UTC, 2014-08-01T10:15:46.694272 UTC
2014-08-01T11:18:26.694272 UTC, 2014-08-01T11:52:22.694272 UTC
2014-08-01T12:55:02.694272 UTC, 2014-08-01T13:28:59.694272 UTC
2014-08-01T14:31:38.694272 UTC, 2014-08-01T15:05:35.694272 UTC
2014-08-01T16:08:14.694272 UTC, 2014-08-01T16:42:11.694272 UTC
2014-08-01T17:44:51.013535 UTC, 2014-08-01T18:18:48.013535 UTC
2014-08-01T19:21:27.013535 UTC, 2014-08-01T19:55:24.013535 UTC
2014-08-01T20:58:03.013535 UTC, 2014-08-01T21:32:00.013535 UTC
2014-08-01T22:34:39.013535 UTC, 2014-08-01T23:08:36.013535 UTC
2014-08-02T00:11:15.013535 UTC, 2014-08-02T00:45:12.013535 UTC
2014-08-02T01:47:51.312928 UTC, 2014-08-02T02:21:48.312928 UTC
2014-08-02T03:24:27.312928 UTC, 2014-08-02T03:58:24.312928 UTC
2014-08-02T05:01:03.312928 UTC, 2014-08-02T05:35:00.312928 UTC
2014-08-02T06:37:39.312928 UTC, 2014-08-02T07:11:36.312928 UTC
2014-08-02T08:14:15.312928 UTC, 2014-08-02T08:48:12.312928 UTC
2014-08-02T09:50:51.606272 UTC, 2014-08-02T10:24:48.606272 UTC
2014-08-02T11:27:27.606272 UTC, 2014-08-02T12:01:24.606272 UTC
2014-08-02T13:04:03.606272 UTC, 2014-08-02T13:38:00.606272 UTC
2014-08-02T14:40:39.606272 UTC, 2014-08-02T15:14:36.606272 UTC
2014-08-02T16:17:16.606272 UTC, 2014-08-02T16:51:13.606272 UTC
2014-08-02T17:53:51.797663 UTC, 2014-08-02T18:27:48.797663 UTC
2014-08-02T19:30:28.797663 UTC, 2014-08-02T20:04:25.797663 UTC
2014-08-02T21:07:04.797663 UTC, 2014-08-02T21:41:01.797663 UTC
2014-08-02T22:43:40.797663 UTC, 2014-08-02T23:17:37.797663 UTC
2014-08-03T00:20:16.797663 UTC, 2014-08-03T00:54:13.797663 UTC
2014-08-03T01:56:51.958816 UTC, 2014-08-03T02:30:49.958816 UTC
2014-08-03T03:33:27.958816 UTC, 2014-08-03T04:07:25.958816 UTC
2014-08-03T05:10:04.958816 UTC, 2014-08-03T05:44:01.958816 UTC
2014-08-03T06:46:40.958816 UTC, 2014-08-03T07:20:37.958816 UTC
2014-08-03T08:23:16.958816 UTC, 2014-08-03T08:57:13.958816 UTC
2014-08-03T09:59:53.056895 UTC, 2014-08-03T10:33:50.056895 UTC
2014-08-03T11:36:28.056895 UTC, 2014-08-03T12:10:26.056895 UTC
2014-08-03T13:13:05.056895 UTC, 2014-08-03T13:47:02.056895 UTC
2014-08-03T14:49:41.056895 UTC, 2014-08-03T15:23:38.056895 UTC
2014-08-03T16:26:17.056895 UTC, 2014-08-03T17:00:14.056895 UTC
2014-08-03T18:02:53.177439 UTC, 2014-08-03T18:36:50.177439 UTC
2014-08-03T19:39:29.177439 UTC, 2014-08-03T20:13:26.177439 UTC
2014-08-03T21:16:05.177439 UTC, 2014-08-03T21:50:02.177439 UTC
2014-08-03T22:52:41.177439 UTC, 2014-08-03T23:26:39.177439 UTC
2014-08-04T00:29:17.177439 UTC, 2014-08-04T01:03:15.177439 UTC
2014-08-04T02:05:53.226271 UTC, 2014-08-04T02:39:50.226271 UTC
2014-08-04T03:42:29.226271 UTC, 2014-08-04T04:16:26.226271 UTC
2014-08-04T05:19:05.226271 UTC, 2014-08-04T05:53:02.226271 UTC
2014-08-04T06:55:41.226271 UTC, 2014-08-04T07:29:38.226271 UTC
2014-08-04T08:32:17.226271 UTC, 2014-08-04T09:06:14.226271 UTC
